the_geom,PlaceID,YearPlaceID,City,State,CityState,Year,AsOfDate,dockID,dockCt,stationCt_pct,stationCt_bin,dockNm,docklessCt,dockless_bin,docklessNm,scooterCt,scooter_bin,scooterNm,Type,Lat,Lon,Notes,fips,datedocklaunch,datedockclosed
POINT (-84.1916069 39.7589478),OH00167,2020OH00167,Dayton,OH,"Dayton, OH","2,020","202,006",47,27,0.41,1,Link Dayton B-cycle,0,,-,0,,-,Docked only,39.758948,-84.191607,Closed 03/2020 and relaunched 06/2020 with stations replaced by hubs (bike racks) to which users lock-up bikes via a cable. Dock count refers to stations in existence prior to re-launch.,39113,05/2015,
POINT (-105.084423 40.5852602),CO0043,2016CO0043,Fort Collins,CO,"Fort Collins, CO","2,016","201,612",65,20,0.41,1,Fort Collins Bike Share (became PACE dockless in 2018),0,,-,0,,-,Docked only,40.58526,-105.084423,,8069,04/2016,2018
POINT (-121.8863286 37.3382082),CA0027,2019CA0027,San Jose,CA,"San Jose, CA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,37.338208,-121.886329,,6085,,
POINT (-92.2895948 34.7464809),AR003,2015AR003,Little Rock,AR,"Little Rock, AR","2,015","201,512",,,,,-,0,,-,0,,-,,34.746481,-92.289595,,5119,,
POINT (-111.651302 35.1982836),AZ004,2020AZ004,Flagstaff,AZ,"Flagstaff, AZ","2,020","202,006",,,,,-,0,,-,0,,-,,35.198284,-111.651302,,4005,,
POINT (-117.4260466 47.6587802),WA00226,2019WA00226,Spokane,WA,"Spokane, WA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,47.65878,-117.426047,,53063,,
POINT (-121.49439960000001 38.5815719),CA0024,2016CA0024,Sacramento,CA,"Sacramento, CA","2,016","201,612",,,,,-,0,,-,0,,-,,38.581572,-121.4944,,6067,,
POINT (-73.7629097 41.03398620000001),NY00162,2018NY00162,White Plains,NY,"White Plains, NY","2,018","201,812",,,,,-,0,,-,0,,-,,41.033986,-73.76291,,36119,,
POINT (-97.1080656 32.735687),TX00193,2017TX00193,Arlington,TX,"Arlington, TX","2,017","201,712",,,,,-,1,1,Ofo,0,,-,Dockless only,32.735687,-97.108066,,48439,,
POINT (-92.2895948 34.7464809),AR003,2017AR003,Little Rock,AR,"Little Rock, AR","2,017","201,712",,,,,-,0,,-,0,,-,,34.746481,-92.289595,,5119,,
POINT (-94.5785667 39.0997265),MO00137,2015MO00137,Kansas City,MO,"Kansas City, MO","2,015","201,512",18,30,0.89,1,Kansas City B-cycle,0,,-,0,,-,Docked only,39.099727,-94.578567,,29095,07/2012,
POINT (-71.1061639 42.4184296),MA00104,2016MA00104,Medford,MA,"Medford, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.41843,-71.106164,,25017,,
POINT (-74.201529 40.432114),NJ00150,2020NJ00150,Keyport,NJ,"Keyport, NJ","2,020","202,006",,,,,-,0,,-,0,,-,,40.432114,-74.201529,,34025,,
POINT (-85.9766671 41.6819935),IN0084,2016IN0084,Elkhart,IN,"Elkhart, IN","2,016","201,612",,,,,-,0,,-,0,,-,,41.681993,-85.976667,,18039,,
POINT (-119.97694399999999 38.940000000000005),CA0034,2019CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA","2,019","201,912",,,,,-,0,,-,0,,-,,38.94,-119.976944,,6017,,
POINT (-121.98779799999998 37.557025),CA00236,2015CA00236,Fremont,CA,"Fremont, CA","2,015","201,512",,,,,-,0,,-,0,,-,,37.557025,-121.987798,,6001,,
POINT (-86.7816016 36.1626638),TN00192,2016TN00192,Nashville,TN,"Nashville, TN","2,016","201,612",21,36,0.74,1,Nashville B-cycle,0,,-,0,,-,Docked only,36.162664,-86.781602,,47037,12/2012,
POINT (-110.926479 32.2217429),AZ009,2015AZ009,Tucson,AZ,"Tucson, AZ","2,015","201,512",,,,,-,0,,-,0,,-,,32.221743,-110.926479,,4019,,
POINT (-81.783611 24.559722),FL0053,2018FL0053,Key West,FL,"Key West, FL","2,018","201,812",,,,,-,0,,-,0,,-,,24.559722,-81.783611,,12087,,
POINT (-92.2895948 34.7464809),AR003,2016AR003,Little Rock,AR,"Little Rock, AR","2,016","201,612",,,,,-,0,,-,0,,-,,34.746481,-92.289595,,5119,,
POINT (-97.336111 37.688889),KS0091,2015KS0091,Wichita,KS,"Wichita, KS","2,015","201,512",,,,,-,0,,-,0,,-,,37.688889,-97.336111,,20173,,
POINT (-78.8689155 38.4495688),VA00218,2016VA00218,Harrisonburg,VA,"Harrisonburg, VA","2,016","201,612",,,,,-,0,,-,0,,-,,38.449569,-78.868915,,51660,,
POINT (-73.688056 40.588056),NY00159,2015NY00159,Long Beach,NY,"Long Beach, NY","2,015","201,512",,,,,-,0,,-,0,,-,,40.588056,-73.688056,,36059,,
POINT (-122.3320708 47.6062095),WA00225,2017WA00225,Seattle,WA,"Seattle, WA","2,017","201,712",,,,,-,3,3,"LimeBike, Ofo, Spin",0,,-,Dockless only,47.606209,-122.332071,,53033,,
POINT (-78.8783689 42.8864468),NY00157,2018NY00157,Buffalo,NY,"Buffalo, NY","2,018","201,812",76,57,0.83,1,Reddy Bikes,0,,-,0,,-,Docked only,42.886447,-78.878369,,36029,07/2016,
POINT (-71.0588801 42.3600825),MA0098,2016MA0098,Boston,MA,"Boston, MA","2,016","201,612",1,188,3.88,3,Hubway (03/2018 re-launched as Blue Bikes),0,,-,0,,-,Docked only,42.360082,-71.05888,,25025,07/2011,
POINT (-81.3792365 28.5383355),FL0061,2017FL0061,Orlando,FL,"Orlando, FL","2,017","201,712",32,37,0.61,1,Juice,0,,-,0,,-,Docked only,28.538335,-81.379237,,12095,01/2015,Mar-19
POINT (-119.97694399999999 38.940000000000005),CA0034,2016CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA","2,016","201,612",,,,,-,0,,-,0,,-,,38.94,-119.976944,,6017,,
POINT (-122.363611 37.583333),CA0014,2017CA0014,Burlingame,CA,"Burlingame, CA","2,017","201,712",,,,,-,0,,-,0,,-,,37.583333,-122.363611,,6081,,
POINT (-86.7816016 36.1626638),TN00192,2019TN00192,Nashville,TN,"Nashville, TN","2,019","201,912",21,35,0.52,1,Nashville B-cycle,1,1,Jump,3,3,"Jump, Lime, Bird",All micro,36.162664,-86.781602,,47037,12/2012,
POINT (-82.3248262 29.651634400000003),FL0051,2017FL0051,Gainesville,FL,"Gainesville, FL","2,017","201,712",96,4,0.07,1,Gainesville,0,,-,0,,-,Docked only,29.651634,-82.324826,,12001,05/2016,2018
POINT (-85.9766671 41.6819935),IN0084,2017IN0084,Elkhart,IN,"Elkhart, IN","2,017","201,712",,,,,-,0,,-,0,,-,,41.681993,-85.976667,,18039,,
POINT (-78.8689155 38.4495688),VA00218,2018VA00218,Harrisonburg,VA,"Harrisonburg, VA","2,018","201,812",,,,,-,0,,-,2,2,"Lime, Bird",E-scooters only,38.449569,-78.868915,,51660,,
POINT (-105.1019275 40.1672068),CO0045,2018CO0045,Longmont,CO,"Longmont, CO","2,018","201,812",90,10,0.14,1,Longmont,0,,-,0,,-,Docked only,40.167207,-105.101928,,8013,04/2017,Jun-20
POINT (-76.6121893 39.2903848),MD00117,2015MD00117,Baltimore,MD,"Baltimore, MD","2,015","201,512",,,,,-,0,,-,0,,-,,39.290385,-76.612189,,24510,,
POINT (-97.61142370000002 38.8402805),KS0089,2019KS0089,Salina,KS,"Salina, KS","2,019","201,912",135,16,0.24,1,KANcycle,0,,-,0,,-,Docked only,38.84028,-97.611424,,20169,06/2019,Mar-20
POINT (-74.0323626 40.7439905),NJ00149,2015NJ00149,Hoboken,NJ,"Hoboken, NJ","2,015","201,512",2,28,0.83,1,Hudson Bike Share,0,,-,0,,-,Docked only,40.743991,-74.032363,,34017,10/2015,
POINT (-112.0010501 40.6916132),UT00212,2019UT00212,West Valley City,UT,"West Valley City, UT","2,019","201,912",,,,,-,0,,-,0,,-,,40.691613,-112.00105,,49035,,
POINT (-71.510789 42.761865),NH00238,2020NH00238,Nashua,NH,"Nashua, NH","2,020","202,006",,,,,-,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,42.761865,-71.510789,,33011,,
POINT (-71.0536625 42.40843),MA00101,2018MA00101,Everett,MA,"Everett, MA","2,018","201,812",,,,,-,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,42.40843,-71.053663,,25017,,
POINT (-122.4442906 47.2528768),WA00227,2018WA00227,Tacoma,WA,"Tacoma, WA","2,018","201,812",,,,,-,0,,-,1,1,Lime,E-scooters only,47.252877,-122.444291,,53053,,
POINT (-79.9414266 37.2709704),VA00221,2020VA00221,Roanoke,VA,"Roanoke, VA","2,020","202,006",,,,,,0,,-,0,,-,,37.27097,-79.941427,,51770,,
POINT (-76.2858726 36.8507689),VA00219,2016VA00219,Norfolk,VA,"Norfolk, VA","2,016","201,612",,,,,-,0,,-,0,,-,,36.850769,-76.285873,,51710,,
POINT (-71.0588801 42.3600825),MA0098,2020MA0098,Boston,MA,"Boston, MA","2,020","202,006",1,336,5.04,4,Hubway (03/2018 re-launched as Blue Bikes),0,,-,0,,-,Docked only,42.360082,-71.05888,,25025,07/2011,
POINT (-81.9498042 28.0394654),FL0054,2015FL0054,Lakeland,FL,"Lakeland, FL","2,015","201,512",69,7,0.21,1,Swan City Cycle,0,,-,0,,-,Docked only,28.039465,-81.949804,,12105,12/2015,2018
POINT (-96.63888330000002 32.912624),TX00200,2016TX00200,Garland,TX,"Garland, TX","2,016","201,612",,,,,-,0,,-,0,,-,,32.912624,-96.638883,,48113,,
POINT (-74.477318 40.796562),NJ00151,2020NJ00151,Morristown,NJ,"Morristown, NJ","2,020","202,006",,,,,,0,,-,0,,-,,40.796562,-74.477318,,34027,,
POINT (-122.27111370000002 37.8043637),CA0023,2017CA0023,Oakland,CA,"Oakland, CA","2,017","201,712",,,,,-,0,,-,0,,-,,37.804364,-122.271114,,6001,,
POINT (-78.898619 35.9940329),NC00140,2015NC00140,Durham,NC,"Durham, NC","2,015","201,512",,,,,-,0,,-,0,,-,,35.994033,-78.898619,,37063,,
POINT (-80.291111 25.819722),FL0058,2020FL0058,Miami Springs,FL,"Miami Springs, FL","2,020","202,006",,,,,-,0,,-,0,,-,,25.819722,-80.291111,,12086,,
POINT (-106.837002 39.194951),CO0038,2017CO0038,Aspen,CO,"Aspen, CO","2,017","201,712",27,50,0.82,1,WE-cycle,0,,-,0,,-,Docked only,39.194951,-106.837002,,8097,06/2013,
POINT (-117.09919670000001 32.6781085),CA0022,2020CA0022,National City,CA,"National City, CA","2,020","202,006",,,,,-,0,,-,0,,-,,32.678109,-117.099197,,6073,,
POINT (-71.0022705 42.2528772),MA00109,2018MA00109,Quincy,MA,"Quincy, MA","2,018","201,812",,,,,-,0,,-,1,1,Lime,E-scooters only,42.252877,-71.00227,,25021,,
POINT (-111.8638226 40.5246711),UT00207,2020UT00207,Draper,UT,"Draper, UT","2,020","202,006",,,,,-,0,,-,0,,-,,40.524671,-111.863823,,49035,,
POINT (-92.916996 41.404331),IA00251,2020IA00251,Pella,IA,"Pella, IA","2,020","202,006",,,,,-,1,1,Veoride,0,,-,Dockless only,41.404331,-92.916996,,19125,,
POINT (-71.8022934 42.2625932),MA00115,2019MA00115,Worcester,MA,"Worcester, MA","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,42.262593,-71.802293,,25027,,
POINT (-90.1994042 38.6270025),MO00138,2016MO00138,St. Louis,MO,"St. Louis, MO","2,016","201,612",,,,,-,0,,-,0,,-,,38.627003,-90.199404,,29510,,
POINT (-82.99879420000002 39.9611755),OH00166,2020OH00166,Columbus,OH,"Columbus, OH","2,020","202,006",58,83,1.25,2,COGO,0,,-,3,3,"Lime, Bird, Spin",Docked and e-scooters,39.961176,-82.998794,,39049,07/2013,
POINT (-76.8867008 40.2731911),PA00180,2018PA00180,Harrisburg,PA,"Harrisburg, PA","2,018","201,812",122,11,0.16,1,Harrisburg,0,,-,0,,-,Docked only,40.273191,-76.886701,,42043,10/2017,Jun-20
POINT (-83.55521200000001 41.6639383),OH00171,2018OH00171,Toledo,OH,"Toledo, OH","2,018","201,812",126,17,0.25,1,ToleGo,0,,-,0,,-,Docked only,41.663938,-83.555212,,39095,10/2018,
POINT (-71.121667 42.331667),MA0099,2019MA0099,Brookline,MA,"Brookline, MA","2,019","201,912",,,,,-,0,,-,3,3,"Bird, Lime, Spin",E-scooters only,42.331667,-71.121667,,25021,,
POINT (-97.39638100000002 27.8005828),TX00195,2018TX00195,Corpus Christi,TX,"Corpus Christi, TX","2,018","201,812",92,8,0.12,1,Corpus Christi,0,,-,0,,-,Docked only,27.800583,-97.396381,,48355,08/2017,Jun-20
POINT (-118.542586 34.3916641),CA0031,2018CA0031,Santa Clarita,CA,"Santa Clarita, CA","2,018","201,812",,,,,-,1,1,Pace,0,,-,Dockless only,34.391664,-118.542586,,6037,,
POINT (-71.183333 42.370833),MA00113,2020MA00113,Watertown,MA,"Watertown, MA","2,020","202,006",,,,,-,0,,-,0,,-,,42.370833,-71.183333,,25017,,
POINT (-122.363611 37.583333),CA0014,2018CA0014,Burlingame,CA,"Burlingame, CA","2,018","201,812",,,,,-,0,,-,0,,-,,37.583333,-122.363611,,6081,,
POINT (-71.4547891 42.9956397),NH00147,2019NH00147,Manchester,NH,"Manchester, NH","2,019","201,912",104,8,0.12,1,Manchester,0,,-,0,,-,Docked only,42.99564,-71.454789,,33011,06/2017,Jun-20
POINT (-72.611195 42.196147),MA00249,2019MA00249,"Amherst, Easthampton, Holyoke, Northampton, and South Hadley",MA,"Amherst, Easthampton, Holyoke, Northampton, and South Hadley, MA","2,019","201,912",139,54,0.8,1,ValleyBike,0,,-,0,,-,Docked only,42.196147,-72.611195,,25013,06/2018,
POINT (-89.0939952 42.2711311),IL0081,2018IL0081,Rockford,IL,"Rockford, IL","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,42.271131,-89.093995,,17201,,
POINT (-80.153544 25.845572),FL0059,2020FL0059,North Bay Village,FL,"North Bay Village, FL","2,020","202,006",,,,,-,0,,-,0,,-,,25.845572,-80.153544,,12086,,
POINT (-73.688056 40.588056),NY00159,2018NY00159,Long Beach,NY,"Long Beach, NY","2,018","201,812",55,11,0.16,1,"Sobi Long Beach, NY",0,,-,0,,-,Docked only,40.588056,-73.688056,,36059,05/2015,2019
POINT (-105.1019275 40.1672068),CO0045,2020CO0045,Longmont,CO,"Longmont, CO","2,020","202,006",90,4,0.06,1,Longmont,0,,-,0,,-,Docked only,40.167207,-105.101928,,8013,04/2017,Jun-20
POINT (-105.08665040000001 39.9205411),CO0041,2019CO0041,Broomfield,CO,"Broomfield, CO","2,019","201,912",,,,,-,0,,-,0,,-,,39.920541,-105.08665,,8014,,
POINT (-71.121667 42.331667),MA0099,2016MA0099,Brookline,MA,"Brookline, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.331667,-71.121667,,25021,,
POINT (-117.117222 32.578333),CA0017,2016CA0017,Imperial Beach,CA,"Imperial Beach, CA","2,016","201,612",,,,,-,0,,-,0,,-,,32.578333,-117.117222,,6073,,
POINT (-111.4025 42.190833000000005),ID0074,2020ID0074,Bloomington,ID,"Bloomington, ID","2,020","202,006",,,,,-,0,,-,0,,-,,42.190833,-111.4025,,16007,,
POINT (-88.32007150000001 41.7605849),IL0077,2018IL0077,Aurora,IL,"Aurora, IL","2,018","201,812",95,3,0.04,1,Aurora,0,,-,0,,-,Docked only,41.760585,-88.320071,,17089,06/2016,Mar-20
POINT (-73.7629097 41.03398620000001),NY00162,2016NY00162,White Plains,NY,"White Plains, NY","2,016","201,612",,,,,-,0,,-,0,,-,,41.033986,-73.76291,,36119,,
POINT (-84.28073290000002 30.438255900000005),FL0063,2019FL0063,Tallahassee,FL,"Tallahassee, FL","2,019","201,912",,,,,-,1,1,Pace,3,3,"Lime, Spin, Veoride (3 month pilot)",Dockless and e-scooters,30.438256,-84.280733,,12073,,
POINT (-122.0651819 37.9100783),CA0036,2015CA0036,Walnut Creek,CA,"Walnut Creek, CA","2,015","201,512",,,,,-,0,,-,0,,-,,37.910078,-122.065182,,6013,,
POINT (-82.3248262 29.651634400000003),FL0051,2015FL0051,Gainesville,FL,"Gainesville, FL","2,015","201,512",,,,,-,0,,-,0,,-,,29.651634,-82.324826,,12001,,
POINT (-83.1140771 40.0992294),OH00168,2019OH00168,Dublin,OH,"Dublin, OH","2,019","201,912",,,,,-,0,,-,0,,-,,40.099229,-83.114077,,39049,,
POINT (-111.8389726 40.5649781),UT00211,2017UT00211,Sandy,UT,"Sandy, UT","2,017","201,712",,,,,-,0,,-,0,,-,,40.564978,-111.838973,,49035,,
POINT (-117.4260466 47.6587802),WA00226,2015WA00226,Spokane,WA,"Spokane, WA","2,015","201,512",,,,,-,0,,-,0,,-,,47.65878,-117.426047,,53063,,
POINT (-71.4128343 41.8239891),RI00183,2018RI00183,Providence,RI,"Providence, RI","2,018","201,812",,,,,-,1,1,Jump,2,2,"Bird, Lime",Dockless and e-scooters,41.823989,-71.412834,,44007,,
POINT (-71.2356113 42.3764852),MA00112,2017MA00112,Waltham,MA,"Waltham, MA","2,017","201,712",,,,,-,0,,-,0,,-,,42.376485,-71.235611,,25017,,
POINT (-88.32007150000001 41.7605849),IL0077,2016IL0077,Aurora,IL,"Aurora, IL","2,016","201,612",95,3,0.06,1,Aurora,0,,-,0,,-,Docked only,41.760585,-88.320071,,17089,06/2016,Mar-20
POINT (-85.7584557 38.2526647),KY0093,2016KY0093,Louisville,KY,"Louisville, KY","2,016","201,612",,,,,-,0,,-,0,,-,,38.252665,-85.758456,,21111,,
POINT (-71.066163 42.4250964),MA00102,2015MA00102,Malden,MA,"Malden, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.425096,-71.066163,,25017,,
POINT (-93.6091064 41.6005448),IA0073,2016IA0073,Des Moines,IA,"Des Moines, IA","2,016","201,612",14,12,0.25,1,Des Moines B-cycle,0,,-,0,,-,Docked only,41.600545,-93.609106,,19153,09/2010,
POINT (-97.3307658 32.7554883),TX00199,2015TX00199,Fort Worth,TX,"Fort Worth, TX","2,015","201,512",10,35,1.04,2,Fort Worth B-cycle,0,,-,0,,-,Docked only,32.755488,-97.330766,,48439,04/2013,
POINT (-80.13731740000001 26.1224386),FL0050,2016FL0050,Fort Lauderdale,FL,"Fort Lauderdale, FL","2,016","201,612",12,22,0.45,1,Broward B-cycle,0,,-,0,,-,Docked only,26.122439,-80.137317,,12011,12/2011,
POINT (-93.2650108 44.977753),MN00132,2017MN00132,Minneapolis,MN,"Minneapolis, MN","2,017","201,712",25,201,3.3,3,Nice Ride Minnesota (became partially dockless in 2018),0,,-,0,,-,Docked only,44.977753,-93.265011,,27053,06/2010,
POINT (-80.13731740000001 26.1224386),FL0050,2017FL0050,Fort Lauderdale,FL,"Fort Lauderdale, FL","2,017","201,712",12,23,0.38,1,Broward B-cycle,0,,-,0,,-,Docked only,26.122439,-80.137317,,12011,12/2011,
POINT (-85.1393513 41.079273),IN00233,2016IN00233,Fort Wayne,IN,"Fort Wayne, IN","2,016","201,612",98,6,0.12,1,Fort Wayne,0,,-,0,,-,Docked only,41.079273,-85.139351,,18003,04/2016,Aug-18
POINT (-80.2683838 25.72149),FL0048,2016FL0048,Coral Gables,FL,"Coral Gables, FL","2,016","201,612",,,,,-,0,,-,0,,-,,25.72149,-80.268384,,12086,,
POINT (-111.651302 35.1982836),AZ004,2018AZ004,Flagstaff,AZ,"Flagstaff, AZ","2,018","201,812",,,,,-,0,,-,1,1,Spin,E-scooters only,35.198284,-111.651302,,4005,,
POINT (-121.49439960000001 38.5815719),CA0024,2015CA0024,Sacramento,CA,"Sacramento, CA","2,015","201,512",,,,,-,0,,-,0,,-,,38.581572,-121.4944,,6067,,
POINT (-122.67648159999999 45.5230622),OR00179,2020OR00179,Portland,OR,"Portland, OR","2,020","202,006",74,158,2.37,2,BikeTown Portland,0,,-,3,3,"Spin, Razor, Lime, Bird",Docked and e-scooters,45.523062,-122.676482,,41051,07/2016,
POINT (-97.39638100000002 27.8005828),TX00195,2015TX00195,Corpus Christi,TX,"Corpus Christi, TX","2,015","201,512",,,,,-,0,,-,0,,-,,27.800583,-97.396381,,48355,,
POINT (-97.7430608 30.267153),TX00194,2015TX00194,Austin,TX,"Austin, TX","2,015","201,512",53,46,1.37,2,Austin B-cycle,0,,-,0,,-,Docked only,30.267153,-97.743061,,48453,12/2013,
POINT (-122.27111370000002 37.8043637),CA0023,2018CA0023,Oakland,CA,"Oakland, CA","2,018","201,812",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,37.804364,-122.271114,,6001,,
POINT (-85.838038 33.607563),AL00239,2017AL00239,Oxford,AL,"Oxford, AL","2,017","201,712",,,,,-,0,,-,0,,-,,33.607563,-85.838038,,1015,,
POINT (-104.8925 39.548889),CO0044,2015CO0044,Lone Tree,CO,"Lone Tree, CO","2,015","201,512",,,,,-,0,,-,0,,-,,39.548889,-104.8925,,8035,,
POINT (-90.1994042 38.6270025),MO00138,2019MO00138,St. Louis,MO,"St. Louis, MO","2,019","201,912",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,38.627003,-90.199404,,29510,,
POINT (-76.609444 39.393056),MD00124,2015MD00124,Towson,MD,"Towson, MD","2,015","201,512",,,,,-,0,,-,0,,-,,39.393056,-76.609444,,24005,,
POINT (-80.0533746 26.7153424),FL0065,2019FL0065,West Palm Beach,FL,"West Palm Beach, FL","2,019","201,912",,,,,,0,,-,0,,-,,26.715342,-80.053375,,12099,,
POINT (-74.0323626 40.7439905),NJ00149,2018NJ00149,Hoboken,NJ,"Hoboken, NJ","2,018","201,812",2,67,0.97,1,Hudson Bike Share,0,,-,0,,-,Docked only,40.743991,-74.032363,,34017,10/2015,
POINT (-95.99277500000001 36.1539816),OK00175,2016OK00175,Tulsa,OK,"Tulsa, OK","2,016","201,612",62,3,0.06,1,Townies,0,,-,0,,-,Docked only,36.153982,-95.992775,,40143,08/2007,2020
POINT (-104.816082 38.835779),CO00232,2015CO00232,Colorado Springs,CO,"Colorado Springs, CO","2,015","201,512",,,,,-,0,,-,0,,-,,38.835779,-104.816082,,8041,,
POINT (-119.81380270000001 39.5296329),NV00155,2018NV00155,Reno,NV,"Reno, NV","2,018","201,812",,,,,-,0,,-,0,,-,,39.529633,-119.813803,,32031,,
POINT (-75.593333 38.365833),MD00121,2017MD00121,Salisbury,MD,"Salisbury, MD","2,017","201,712",,,,,-,0,,-,0,,-,,38.365833,-75.593333,,24045,,
POINT (-117.409153 33.955049),CA00241,2016CA00241,Riverside,CA,"Riverside, CA","2,016","201,612",,,,,-,0,,-,0,,-,,33.955049,-117.409153,,6065,,
POINT (-76.2858726 36.8507689),VA00219,2020VA00219,Norfolk,VA,"Norfolk, VA","2,020","202,006",,,,,-,0,,-,1,1,Lime,E-scooters only,36.850769,-76.285873,,51710,,
POINT (-111.9400054 33.4255104),AZ008,2016AZ008,Tempe,AZ,"Tempe, AZ","2,016","201,612",,,,,-,0,,-,0,,-,,33.42551,-111.940005,,4013,,
POINT (-79.9958864 40.4406248),PA00182,2015PA00182,Pittsburgh,PA,"Pittsburgh, PA","2,015","201,512",29,49,1.46,2,Healthy Ride,0,,-,0,,-,Docked only,40.440625,-79.995886,,42003,05/2001,
POINT (-81.02507840000001 34.9248667),SC00186,2016SC00186,Rock Hill,SC,"Rock Hill, SC","2,016","201,612",,,,,-,0,,-,0,,-,,34.924867,-81.025078,,45091,,
POINT (-84.3879824 33.7489954),GA0066,2020GA0066,Atlanta,GA,"Atlanta, GA","2,020","202,006",77,114,1.71,2,Relay Bike Share,1,1,Jump,3,3,"Bird, Spin, Helbiz, Veoride",All micro,33.748995,-84.387982,,13121,06/2016,
POINT (-71.276667 42.490556),MA0096,2015MA0096,Bedford,MA,"Bedford, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.490556,-71.276667,,25017,,
POINT (-122.67648159999999 45.5230622),OR00179,2017OR00179,Portland,OR,"Portland, OR","2,017","201,712",74,142,2.33,2,BikeTown Portland,0,,-,0,,-,Docked only,45.523062,-122.676482,,41051,07/2016,
POINT (-86.1180435 39.978371),IN0082,2018IN0082,Carmel,IN,"Carmel, IN","2,018","201,812",64,14,0.2,1,Carmel Bike Share,0,,-,0,,-,Docked only,39.978371,-86.118043,,18057,03/2015,Jun-20
POINT (-97.1330683 33.2148412),TX00197,2018TX00197,Denton,TX,"Denton, TX","2,018","201,812",,,,,-,0,,-,0,,-,,33.214841,-97.133068,,48121,,
POINT (-112.0740373 33.4483771),AZ006,2016AZ006,Phoenix,AZ,"Phoenix, AZ","2,016","201,612",37,96,1.98,2,Grid,0,,-,0,,-,Docked only,33.448377,-112.074037,,4013,11/2014,
POINT (-93.0899578 44.9537029),MN00133,2015MN00133,St. Paul,MN,"St. Paul, MN","2,015","201,512",,,,,-,0,,-,0,,-,,44.953703,-93.089958,,27123,,
POINT (-93.3499489 44.8896866),MN00130,2016MN00130,Edina,MN,"Edina, MN","2,016","201,612",,,,,-,0,,-,0,,-,,44.889687,-93.349949,,27053,,
POINT (-111.8314724 33.4151843),AZ005,2019AZ005,Mesa,AZ,"Mesa, AZ","2,019","201,912",,,,,-,1,1,LimeBike,0,,-,Dockless only,33.415184,-111.831472,,4013,,
POINT (-97.944866 29.876534000000003),TX00242,2019TX00242,San Marcos,TX,"San Marcos, TX","2,019","201,912",,,,,-,1,1,Veoride,0,,-,Dockless only,29.876534,-97.944866,,48209,,
POINT (-112.0740373 33.4483771),AZ006,2017AZ006,Phoenix,AZ,"Phoenix, AZ","2,017","201,712",37,113,1.85,2,Grid,0,,-,0,,-,Docked only,33.448377,-112.074037,,4013,11/2014,
POINT (-97.3307658 32.7554883),TX00199,2020TX00199,Fort Worth,TX,"Fort Worth, TX","2,020","202,006",10,45,0.68,1,Fort Worth B-cycle,1,1,Vbikes,0,,-,All bikes,32.755488,-97.330766,,48439,04/2013,
POINT (-83.1140771 40.0992294),OH00168,2017OH00168,Dublin,OH,"Dublin, OH","2,017","201,712",,,,,-,0,,-,0,,-,,40.099229,-83.114077,,39049,,
POINT (-80.153544 25.845572),FL0059,2017FL0059,North Bay Village,FL,"North Bay Village, FL","2,017","201,712",,,,,-,1,1,LimeBike,0,,-,Dockless only,25.845572,-80.153544,,12086,,
POINT (-104.8925 39.548889),CO0044,2018CO0044,Lone Tree,CO,"Lone Tree, CO","2,018","201,812",,,,,-,0,,-,0,,-,,39.548889,-104.8925,,8035,,
POINT (-82.99879420000002 39.9611755),OH00166,2018OH00166,Columbus,OH,"Columbus, OH","2,018","201,812",58,79,1.14,2,COGO,0,,-,2,2,"Bird, Lime",Docked and e-scooters,39.961176,-82.998794,,39049,07/2013,
POINT (-88.25102 40.11356),IL00245,2020IL00245,Champaign-Urbana,IL,"Champaign-Urbana, IL","2,020","202,006",,,,,-,1,1,Veoride,0,,-,Dockless only,40.11356,-88.25102,,17019,,
POINT (-84.5143761 33.8839926),GA0070,2016GA0070,Smyrna,GA,"Smyrna, GA","2,016","201,612",70,5,0.1,1,Smyrna Bike Share,0,,-,0,,-,Docked only,33.883993,-84.514376,,13067,09/2015,May-20
POINT (-96.63888330000002 32.912624),TX00200,2017TX00200,Garland,TX,"Garland, TX","2,017","201,712",,,,,-,1,1,Vbikes,0,,-,Dockless only,32.912624,-96.638883,,48113,,
POINT (-85.9766671 41.6819935),IN0084,2019IN0084,Elkhart,IN,"Elkhart, IN","2,019","201,912",,,,,-,0,,-,0,,-,,41.681993,-85.976667,,18039,,
POINT (-111.9738304 41.223),UT00209,2020UT00209,Ogden,UT,"Ogden, UT","2,020","202,006",,,,,-,0,,-,1,1,Lime,E-scooters only,41.223,-111.97383,,49057,,
