the_geom,PlaceID,YearPlaceID,City,State,CityState,Year,AsOfDate,dockID,dockCt,stationCt_pct,stationCt_bin,dockNm,docklessCt,dockless_bin,docklessNm,scooterCt,scooter_bin,scooterNm,Type,Lat,Lon,Notes,fips,datedocklaunch,datedockclosed
POINT (-118.19373950000002 33.7700504),CA0018,2017CA0018,Long Beach,CA,"Long Beach, CA","2,017","201,712",72,67,1.1,2,"Long Beach, CA Bikeshare",0,,-,0,,-,Docked only,33.77005,-118.19374,,6037,03/2016,
POINT (-82.127778 33.5375),GA0068,2019GA0068,Evans,GA,"Evans, GA","2,019","201,912",45,1,0.01,1,Columbia County B-cycle,0,,-,0,,-,Docked only,33.5375,-82.127778,,13073,03/2014,
POINT (-97.4394777 35.2225668),OK00172,2019OK00172,Norman,OK,"Norman, OK","2,019","201,912",,,,,-,0,,-,0,,-,,35.222567,-97.439478,,40027,,
POINT (-97.5164276 35.4675602),OK00173,2015OK00173,Oklahoma City,OK,"Oklahoma City, OK","2,015","201,512",40,7,0.21,1,Spokies,0,,-,0,,-,Docked only,35.46756,-97.516428,,40109,05/2012,Jun-20
POINT (-105.1019275 40.1672068),CO0045,2016CO0045,Longmont,CO,"Longmont, CO","2,016","201,612",,,,,-,0,,-,0,,-,,40.167207,-105.101928,,8013,,
POINT (-71.2356113 42.3764852),MA00112,2018MA00112,Waltham,MA,"Waltham, MA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,42.376485,-71.235611,,25017,,
POINT (-104.8925 39.548889),CO0044,2020CO0044,Lone Tree,CO,"Lone Tree, CO","2,020","202,006",,,,,-,0,,-,0,,-,,39.548889,-104.8925,,8035,,
POINT (-80.4139393 37.2295733),VA00215,2019VA00215,Blacksburg,VA,"Blacksburg, VA","2,019","201,912",125,12,0.18,1,ROAM NRV,0,,-,1,1,Spin,Docked and e-scooters,37.229573,-80.413939,,51121,08/2018,
POINT (-82.127778 33.5375),GA0068,2016GA0068,Evans,GA,"Evans, GA","2,016","201,612",45,1,0.02,1,Columbia County B-cycle,0,,-,0,,-,Docked only,33.5375,-82.127778,,13073,03/2014,
POINT (-71.183333 42.370833),MA00113,2015MA00113,Watertown,MA,"Watertown, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.370833,-71.183333,,25017,,
POINT (-80.1867138 25.8900949),FL0060,2020FL0060,North Miami,FL,"North Miami, FL","2,020","202,006",,,,,-,0,,-,0,,-,,25.890095,-80.186714,,12086,,
POINT (-85.833348 33.655134),AL00246,2017AL00246,Anniston,AL,"Anniston, AL","2,017","201,712",,,,,-,0,,-,0,,-,,33.655134,-85.833348,,1015,,
POINT (-123.26204350000002 44.5645659),OR00176,2020OR00176,Corvallis,OR,"Corvallis, OR","2,020","202,006",,,,,,0,,-,0,,-,,44.564566,-123.262044,,41003,,
POINT (-80.4139393 37.2295733),VA00215,2016VA00215,Blacksburg,VA,"Blacksburg, VA","2,016","201,612",,,,,-,0,,-,0,,-,,37.229573,-80.413939,,51121,,
POINT (-72.926595 41.30615),CT00240,2020CT00240,New Haven,CT,"New Haven, CT","2,020","202,006",137,30,0.45,1,Bike New Haven,0,,-,0,,-,Docked only,41.30615,-72.926595,System suspended 05/2020 to upgrade to new system; dock count is number of stations prior to suspension,9009,02/2019,May-20
POINT (-81.02507840000001 34.9248667),SC00186,2019SC00186,Rock Hill,SC,"Rock Hill, SC","2,019","201,912",127,5,0.07,1,Comporium,0,,-,0,,-,Docked only,34.924867,-81.025078,,45091,04/2018,
POINT (-85.137865 41.091326),IN00233,2015IN00233,Fort Wayne,IN,"Fort Wayne, IN","2,015","201,512",,,,,-,0,,-,0,,-,,41.091326,-85.137865,,18003,,
POINT (-90.0489801 35.1495343),TN00191,2016TN00191,Memphis,TN,"Memphis, TN","2,016","201,612",,,,,-,0,,-,0,,-,,35.149534,-90.04898,,47157,,
POINT (-114.306389 43.515),ID0076,2016ID0076,Hailey,ID,"Hailey, ID","2,016","201,612",35,49,1.01,2,MR Bike Share,0,,-,0,,-,Docked only,43.515,-114.306389,,16013,05/2013,Jun-19
POINT (-71.2092214 42.3370413),MA00108,2015MA00108,Newton,MA,"Newton, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.337041,-71.209221,,25017,,
POINT (-76.609444 39.393056),MD00124,2017MD00124,Towson,MD,"Towson, MD","2,017","201,712",,,,,-,0,,-,0,,-,,39.393056,-76.609444,,24005,,
POINT (-122.2416355 37.7652065),CA0010,2015CA0010,Alameda,CA,"Alameda, CA","2,015","201,512",,,,,-,0,,-,0,,-,,37.765206,-122.241636,,6001,,
POINT (-95.503889 30.1775),TX00206,2020TX00206,The Woodlands,TX,"The Woodlands, TX","2,020","202,006",,,,,-,0,,-,0,,-,,30.1775,-95.503889,,48339,,
POINT (-80.351624 27.389982),FL00248,2015FL00248,Fort Pierce/Port St Lucie,FL,"Fort Pierce/Port St Lucie, FL","2,015","201,512",,,,,-,0,,-,0,,-,,27.389982,-80.351624,,12111,,
POINT (-85.763082 33.811789),AL00247,2017AL00247,Jacksonville,AL,"Jacksonville, AL","2,017","201,712",,,,,-,0,,-,0,,-,,33.811789,-85.763082,,1015,,
POINT (-71.8022934 42.2625932),MA00115,2016MA00115,Worcester,MA,"Worcester, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.262593,-71.802293,,25027,,
POINT (-95.503889 30.1775),TX00206,2017TX00206,The Woodlands,TX,"The Woodlands, TX","2,017","201,712",,,,,-,1,1,MoBike,0,,-,Dockless only,30.1775,-95.503889,,48339,,
POINT (-85.076667 33.580833),GA0067,2018GA0067,Carrollton,GA,"Carrollton, GA","2,018","201,812",91,11,0.16,1,Carrollton,0,,-,0,,-,Docked only,33.580833,-85.076667,,13045,02/2017,Jun-20
POINT (-80.16500000000002 25.690278),FL0052,2015FL0052,Key Biscayne,FL,"Key Biscayne, FL","2,015","201,512",,,,,-,0,,-,0,,-,,25.690278,-80.165,,12086,,
POINT (-123.26204350000002 44.5645659),OR00176,2017OR00176,Corvallis,OR,"Corvallis, OR","2,017","201,712",94,8,0.13,1,Corvallis,0,,-,0,,-,Docked only,44.564566,-123.262044,,41003,06/2016,Jun-20
POINT (-86.2519898 41.6763545),IN0088,2020IN0088,South Bend,IN,"South Bend, IN","2,020","202,006",,,,,-,0,,-,0,,-,,41.676355,-86.25199,,18141,,
POINT (-82.3940104 34.85261760000001),SC00185,2016SC00185,Greenville,SC,"Greenville, SC","2,016","201,612",44,9,0.19,1,Greenville B-cycle,0,,-,0,,-,Docked only,34.852618,-82.39401,,45045,03/2013,fall 2019
POINT (-92.3340724 38.9517053),MO00134,2015MO00134,Columbia,MO,"Columbia, MO","2,015","201,512",,,,,-,0,,-,0,,-,,38.951705,-92.334072,,29019,,
POINT (-80.1392121 25.9564812),FL0047,2017FL0047,Aventura,FL,"Aventura, FL","2,017","201,712",85,6,0.1,1,Aventura,0,,-,0,,-,Docked only,25.956481,-80.139212,,12086,09/2016,
POINT (-71.0328284 42.3917638),MA00100,2016MA00100,Chelsea,MA,"Chelsea, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.391764,-71.032828,,25025,,
POINT (-81.0998342 32.0835407),GA0069,2020GA0069,Savannah,GA,"Savannah, GA","2,020","202,006",,,,,-,0,,-,0,,-,,32.083541,-81.099834,,13051,,
POINT (-122.0651819 37.9100783),CA0036,2016CA0036,Walnut Creek,CA,"Walnut Creek, CA","2,016","201,612",,,,,-,0,,-,0,,-,,37.910078,-122.065182,,6013,,
POINT (-89.4012302 43.0730517),WI00228,2015WI00228,Madison,WI,"Madison, WI","2,015","201,512",20,39,1.16,2,Madison B-cycle,0,,-,0,,-,Docked only,43.073052,-89.40123,,55025,06/2011,
POINT (-112.0010501 40.6916132),UT00212,2017UT00212,West Valley City,UT,"West Valley City, UT","2,017","201,712",,,,,-,0,,-,0,,-,,40.691613,-112.00105,,49035,,
POINT (-84.5143761 33.8839926),GA0070,2019GA0070,Smyrna,GA,"Smyrna, GA","2,019","201,912",70,5,0.07,1,Smyrna Bike Share,0,,-,0,,-,Docked only,33.883993,-84.514376,,13067,09/2015,May-20
POINT (-89.4012302 43.0730517),WI00228,2020WI00228,Madison,WI,"Madison, WI","2,020","202,006",20,46,0.69,1,Madison B-cycle,0,,-,0,,-,Docked only,43.073052,-89.40123,,55025,06/2011,
POINT (-79.3950228 36.5859718),VA00217,2020VA00217,Danville,VA,"Danville, VA","2,020","202,006",,,,,,0,,-,0,,-,,36.585972,-79.395023,,51590,,
POINT (-97.7430608 30.267153),TX00194,2018TX00194,Austin,TX,"Austin, TX","2,018","201,812",53,68,0.98,1,Austin B-cycle,0,,-,5,4,"Bird, Jump, Lime, Lyft, Spin",Docked and e-scooters,30.267153,-97.743061,,48453,12/2013,
POINT (-77.6109219 43.16103),NY00161,2019NY00161,Rochester,NY,"Rochester, NY","2,019","201,912",,,,,-,0,,-,0,,-,,43.16103,-77.610922,,36055,,
POINT (-76.9275 38.996667),MD00119,2018MD00119,College Park,MD,"College Park, MD","2,018","201,812",97,24,0.35,1,College Park,0,,-,0,,-,Docked only,38.996667,-76.9275,,24033,05/2016,Aug-19
POINT (-91.675047 41.969648),IA00234,2016IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA","2,016","201,612",,,,,-,0,,-,0,,-,,41.969648,-91.675047,,19113,,
POINT (-92.1735164 38.57670170000001),MO00136,2018MO00136,Jefferson City,MO,"Jefferson City, MO","2,018","201,812",,,,,-,0,,-,1,1,Jump,E-scooters only,38.576702,-92.173516,,29051,,
POINT (-117.4260466 47.6587802),WA00226,2016WA00226,Spokane,WA,"Spokane, WA","2,016","201,612",,,,,-,0,,-,0,,-,,47.65878,-117.426047,,53063,,
POINT (-86.5861037 34.7303688),AL002,2020AL002,Huntsville,AL,"Huntsville, AL","2,020","202,006",,,,,,0,,-,0,,-,,34.730369,-86.586104,,1089,,
POINT (-76.6121893 39.2903848),MD00117,2020MD00117,Baltimore,MD,"Baltimore, MD","2,020","202,006",,,,,-,1,1,Jump,3,3,"Lime, Spin",Dockless and e-scooters,39.290385,-76.612189,,24510,,
POINT (-87.9064736 43.0389025),WI00229,2017WI00229,Milwaukee,WI,"Milwaukee, WI","2,017","201,712",50,86,1.41,2,Bublr Bikes,0,,-,0,,-,Docked only,43.038902,-87.906474,,55079,08/2014,
POINT (-71.156944 42.415278),MA0095,2018MA0095,Arlington,MA,"Arlington, MA","2,018","201,812",,,,,-,1,1,LimeBike,1,1,Lime,Dockless and e-scooters,42.415278,-71.156944,,25017,,
POINT (-79.9414266 37.2709704),VA00221,2019VA00221,Roanoke,VA,"Roanoke, VA","2,019","201,912",106,17,0.25,1,Roanoke,0,,-,1,1,Lime,Docked and e-scooters,37.27097,-79.941427,,51770,05/2017,Jun-20
POINT (-119.81380270000001 39.5296329),NV00155,2016NV00155,Reno,NV,"Reno, NV","2,016","201,612",,,,,-,0,,-,0,,-,,39.529633,-119.813803,,32031,,
POINT (-112.0010501 40.6916132),UT00212,2018UT00212,West Valley City,UT,"West Valley City, UT","2,018","201,812",,,,,-,0,,-,0,,-,,40.691613,-112.00105,,49035,,
POINT (-101.8551665 33.5778631),TX00202,2016TX00202,Lubbock,TX,"Lubbock, TX","2,016","201,612",,,,,-,0,,-,0,,-,,33.577863,-101.855166,,48303,,
POINT (-71.17916700000002 42.395833),MA0097,2017MA0097,Belmont,MA,"Belmont, MA","2,017","201,712",,,,,-,0,,-,0,,-,,42.395833,-71.179167,,25017,,
POINT (-121.49439960000001 38.5815719),CA0024,2017CA0024,Sacramento,CA,"Sacramento, CA","2,017","201,712",,,,,-,0,,-,0,,-,,38.581572,-121.4944,,6067,,
POINT (-121.8863286 37.3382082),CA0027,2018CA0027,San Jose,CA,"San Jose, CA","2,018","201,812",,,,,-,0,,-,2,2,"Bird, Lime",E-scooters only,37.338208,-121.886329,,6085,,
POINT (-79.7919754 36.0726354),NC00141,2015NC00141,Greensboro,NC,"Greensboro, NC","2,015","201,512",,,,,-,0,,-,0,,-,,36.072635,-79.791975,,37081,,
POINT (-117.4260466 47.6587802),WA00226,2017WA00226,Spokane,WA,"Spokane, WA","2,017","201,712",,,,,-,0,,-,0,,-,,47.65878,-117.426047,,53063,,
POINT (-77.020791 39.002441),MD00122,2016MD00122,Silver Spring,MD,"Silver Spring, MD","2,016","201,612",,,,,-,0,,-,0,,-,,39.002441,-77.020791,,24031,,
POINT (-101.8551665 33.5778631),TX00202,2017TX00202,Lubbock,TX,"Lubbock, TX","2,017","201,712",,,,,-,0,,-,0,,-,,33.577863,-101.855166,,48303,,
POINT (-101.8551665 33.5778631),TX00202,2015TX00202,Lubbock,TX,"Lubbock, TX","2,015","201,512",,,,,-,0,,-,0,,-,,33.577863,-101.855166,,48303,,
POINT (-84.5555347 42.732535),MI00129,2018MI00129,Lansing,MI,"Lansing, MI","2,018","201,812",,,,,-,0,,-,1,1,Lime,E-scooters only,42.732535,-84.555535,,26065,,
POINT (-122.3320708 47.6062095),WA00225,2015WA00225,Seattle,WA,"Seattle, WA","2,015","201,512",26,48,1.43,2,Pronto,0,,-,0,,-,Docked only,47.606209,-122.332071,,53033,10/2014,2017
POINT (-81.35789 41.15367),OH00250,2020OH00250,Kent,OH,"Kent, OH","2,020","202,006",,,,,-,1,1,Veoride,0,,-,Dockless only,41.15367,-81.35789,,39133,,
POINT (-121.98779799999998 37.557025),CA00236,2017CA00236,Fremont,CA,"Fremont, CA","2,017","201,712",,,,,-,0,,-,0,,-,,37.557025,-121.987798,,6001,,
POINT (-122.3255254 37.5629917),CA0028,2017CA0028,San Mateo,CA,"San Mateo, CA","2,017","201,712",83,15,0.25,1,Bay Bikes (became DOCKLESS Lime Bikes in 2018),0,,-,0,,-,Docked only,37.562992,-122.325525,,6081,05/2016,2018
POINT (-77.002222 38.98),MD00123,2015MD00123,Takoma Park,MD,"Takoma Park, MD","2,015","201,512",,,,,-,0,,-,0,,-,,38.98,-77.002222,,24031,,
POINT (-72.926595 41.30615),CT00240,2016CT00240,New Haven,CT,"New Haven, CT","2,016","201,612",,,,,-,0,,-,0,,-,,41.30615,-72.926595,,9009,,
POINT (-76.5 42.443333),NY00158,2018NY00158,Ithaca,NY,"Ithaca, NY","2,018","201,812",,,,,-,0,,-,0,,-,,42.443333,-76.5,,36109,,
POINT (-79.9414266 37.2709704),VA00221,2017VA00221,Roanoke,VA,"Roanoke, VA","2,017","201,712",106,17,0.28,1,Roanoke,0,,-,0,,-,Docked only,37.27097,-79.941427,,51770,05/2017,Jun-20
POINT (-80.16500000000002 25.690278),FL0052,2017FL0052,Key Biscayne,FL,"Key Biscayne, FL","2,017","201,712",,,,,-,1,1,LimeBike,0,,-,Dockless only,25.690278,-80.165,,12086,,
POINT (-71.17916700000002 42.395833),MA0097,2015MA0097,Belmont,MA,"Belmont, MA","2,015","201,512",,,,,-,0,,-,0,,-,,42.395833,-71.179167,,25017,,
POINT (-97.132804 33.206493),TX00243,2015TX00243,Denton,TX,"Denton, TX","2,015","201,512",,,,,-,0,,-,0,,-,,33.206493,-97.132804,,48121,,
POINT (-111.9260519 33.4941704),AZ007,2016AZ007,Scottsdale,AZ,"Scottsdale, AZ","2,016","201,612",,,,,-,0,,-,0,,-,,33.49417,-111.926052,,4013,,
POINT (-73.7562317 42.6525793),NY00156,2020NY00156,Albany,NY,"Albany, NY","2,020","202,006",113,80,1.2,2,CDPHP,0,,-,0,,-,Docked only,42.652579,-73.756232,,36001,07/2017,
POINT (-111.9400054 33.4255104),AZ008,2020AZ008,Tempe,AZ,"Tempe, AZ","2,020","202,006",,,,,-,1,1,Spin,1,1,Razor,Dockless and e-scooters,33.42551,-111.940005,,4013,,
POINT (-123.26204350000002 44.5645659),OR00176,2018OR00176,Corvallis,OR,"Corvallis, OR","2,018","201,812",94,10,0.14,1,Corvallis,0,,-,0,,-,Docked only,44.564566,-123.262044,,41003,06/2016,Jun-20
POINT (-91.675047 41.969648),IA00234,2020IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA","2,020","202,006",,,,,-,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,41.969648,-91.675047,,19113,,
POINT (-97.336111 37.688889),KS0091,2018KS0091,Wichita,KS,"Wichita, KS","2,018","201,812",89,42,0.61,1,Wichita,0,,-,0,,-,Docked only,37.688889,-97.336111,,20173,05/2017,Jun-20
POINT (-116.2146068 43.6187102),ID0075,2017ID0075,Boise,ID,"Boise, ID","2,017","201,712",36,83,1.36,2,Boise Green Bike,0,,-,0,,-,Docked only,43.61871,-116.214607,,16001,04/2015,
POINT (-95.3698028 29.760426700000004),TX00201,2018TX00201,Houston,TX,"Houston, TX","2,018","201,812",17,88,1.27,2,Houston B-cycle,0,,-,0,,-,Docked only,29.760427,-95.369803,,48201,05/2012,
POINT (-83.17631450000002 42.3222599),MI00127,2020MI00127,Dearborn,MI,"Dearborn, MI","2,020","202,006",,,,,,0,,-,0,,-,,42.32226,-83.176315,,26163,,
POINT (-122.311667 37.915833),CA0016,2018CA0016,El Cerrito,CA,"El Cerrito, CA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,37.915833,-122.311667,,6013,,
POINT (-104.99025100000001 39.7392358),CO0042,2020CO0042,Denver,CO,"Denver, CO","2,020","202,006",,,,,,1,1,Jump,5,4,"Lyft, Razor, Spin, Bird, Lime",Dockless and e-scooters,39.739236,-104.990251,,8031,,
POINT (-84.3879824 33.7489954),GA0066,2018GA0066,Atlanta,GA,"Atlanta, GA","2,018","201,812",77,113,1.64,2,Relay Bike Share,0,,-,4,4,"Bird, Jump, Lime, Lyft",Docked and e-scooters,33.748995,-84.387982,,13121,06/2016,
POINT (-118.370969 34.087981),CA0037,2019CA0037,West Hollywood,CA,"West Hollywood, CA","2,019","201,912",,,,,,0,,-,0,,-,,34.087981,-118.370969,,6037,,
POINT (-71.510789 42.761865),NH00238,2019NH00238,Nashua,NH,"Nashua, NH","2,019","201,912",,,,,-,1,1,Veoride,1,1,Veoride,Dockless and e-scooters,42.761865,-71.510789,,33011,,
POINT (-79.9958864 40.4406248),PA00182,2017PA00182,Pittsburgh,PA,"Pittsburgh, PA","2,017","201,712",29,50,0.82,1,Healthy Ride,0,,-,0,,-,Docked only,40.440625,-79.995886,,42003,05/2001,
POINT (-77.4360481 37.5407246),VA00220,2015VA00220,Richmond,VA,"Richmond, VA","2,015","201,512",,,,,-,0,,-,0,,-,,37.540725,-77.436048,,51760,,
POINT (-95.99798830000002 41.2523634),NE00146,2015NE00146,Omaha,NE,"Omaha, NE","2,015","201,512",16,31,0.92,1,Heartland B-cycle,0,,-,0,,-,Docked only,41.252363,-95.997988,,31055,06/2011,
POINT (-77.020791 39.002441),MD00122,2019MD00122,Silver Spring,MD,"Silver Spring, MD","2,019","201,912",,,,,-,2,2,"LimeBike, Spin",3,3,"Bird, Lime, Lyft",Dockless and e-scooters,39.002441,-77.020791,,24031,,
POINT (-86.80249 33.5206608),AL001,2020AL001,Birmingham,AL,"Birmingham, AL","2,020","202,006",,,,,-,0,,-,0,,-,,33.520661,-86.80249,,1073,,
POINT (-70.760556 43.075556000000006),NH00148,2015NH00148,Portsmouth,NH,"Portsmouth, NH","2,015","201,512",,,,,-,0,,-,0,,-,,43.075556,-70.760556,,33015,,
POINT (-93.0899578 44.9537029),MN00133,2016MN00133,St. Paul,MN,"St. Paul, MN","2,016","201,612",,,,,-,0,,-,0,,-,,44.953703,-93.089958,,27123,,
POINT (-73.688056 40.588056),NY00159,2016NY00159,Long Beach,NY,"Long Beach, NY","2,016","201,612",55,10,0.21,1,"Sobi Long Beach, NY",0,,-,0,,-,Docked only,40.588056,-73.688056,,36059,05/2015,2019
POINT (-77.312778 39.183611000000006),MD00118,2018MD00118,Boyds,MD,"Boyds, MD","2,018","201,812",134,2,0.03,1,Montgomery Parks,0,,-,0,,-,Docked only,39.183611,-77.312778,,24031,08/2017,Jun-20
POINT (-121.8863286 37.3382082),CA0027,2020CA0027,San Jose,CA,"San Jose, CA","2,020","202,006",,,,,-,0,,-,0,,-,,37.338208,-121.886329,,6085,,
POINT (-122.3255254 37.5629917),CA0028,2020CA0028,San Mateo,CA,"San Mateo, CA","2,020","202,006",,,,,-,0,,-,0,,-,,37.562992,-122.325525,,6081,,
POINT (-79.9958864 40.4406248),PA00182,2018PA00182,Pittsburgh,PA,"Pittsburgh, PA","2,018","201,812",29,110,1.59,2,Healthy Ride,0,,-,0,,-,Docked only,40.440625,-79.995886,,42003,05/2001,
POINT (-71.4547891 42.9956397),NH00147,2017NH00147,Manchester,NH,"Manchester, NH","2,017","201,712",104,7,0.11,1,Manchester,0,,-,0,,-,Docked only,42.99564,-71.454789,,33011,06/2017,Jun-20
POINT (-80.188333 25.865239000000003),FL0057,2017FL0057,Miami Shores,FL,"Miami Shores, FL","2,017","201,712",,,,,-,1,1,LimeBike,0,,-,Dockless only,25.865239,-80.188333,,12086,,
POINT (-76.609444 39.393056),MD00124,2019MD00124,Towson,MD,"Towson, MD","2,019","201,912",,,,,-,1,1,Spin,0,,-,Dockless only,39.393056,-76.609444,,24005,,
POINT (-85.763082 33.811789),AL00247,2018AL00247,Jacksonville,AL,"Jacksonville, AL","2,018","201,812",,,,,-,0,,-,0,,-,,33.811789,-85.763082,,1015,,
POINT (-111.8389726 40.5649781),UT00211,2019UT00211,Sandy,UT,"Sandy, UT","2,019","201,912",,,,,-,0,,-,1,1,Lime,E-scooters only,40.564978,-111.838973,,49035,,
POINT (-76.8867008 40.2731911),PA00180,2015PA00180,Harrisburg,PA,"Harrisburg, PA","2,015","201,512",,,,,-,0,,-,0,,-,,40.273191,-76.886701,,42043,,
POINT (-97.7430608 30.267153),TX00194,2019TX00194,Austin,TX,"Austin, TX","2,019","201,912",53,77,1.14,2,"Austin B-cycle, Domain",1,1,Jump,3,3,"Bird, Lime, Spin",All micro,30.267153,-97.743061,,48453,12/2013,
POINT (-118.399444 34.073056),CA0012,2016CA0012,Beverly Hills,CA,"Beverly Hills, CA","2,016","201,612",81,11,0.23,1,Beverly Hills Bikeshare,0,,-,0,,-,Docked only,34.073056,-118.399444,,6037,05/2016,
POINT (-88.9936873 40.4842027),IL0078,2020IL0078,Bloomington,IL,"Bloomington, IL","2,020","202,006",,,,,,0,,-,0,,-,,40.484203,-88.993687,,17113,,
POINT (-95.99277500000001 36.1539816),OK00175,2018OK00175,Tulsa,OK,"Tulsa, OK","2,018","201,812",62,3,0.04,1,Townies,0,,-,2,2,"Bird, Lime",Docked and e-scooters,36.153982,-95.992775,,40143,08/2007,2020
POINT (-78.6381787 35.7795897),NC00142,2019NC00142,Raleigh,NC,"Raleigh, NC","2,019","201,912",140,30,0.45,1,Citrix Bikeshare,0,,-,1,1,Gotcha,Docked and e-scooters,35.77959,-78.638179,,37183,06/2019,
POINT (-122.2416355 37.7652065),CA0010,2018CA0010,Alameda,CA,"Alameda, CA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,37.765206,-122.241636,,6001,,
POINT (-104.8319195 39.7294319),CO0039,2018CO0039,Aurora,CO,"Aurora, CO","2,018","201,812",,,,,-,0,,-,0,,-,,39.729432,-104.831919,,8005,,
POINT (-73.7562317 42.6525793),NY00156,2017NY00156,Albany,NY,"Albany, NY","2,017","201,712",113,74,1.21,2,CDPHP,0,,-,0,,-,Docked only,42.652579,-73.756232,,36001,07/2017,
POINT (-79.7919754 36.0726354),NC00141,2020NC00141,Greensboro,NC,"Greensboro, NC","2,020","202,006",,,,,-,0,,-,1,1,Lime,E-scooters only,36.072635,-79.791975,,37081,,
POINT (-89.5889864 40.6936488),IL0080,2017IL0080,Peoria,IL,"Peoria, IL","2,017","201,712",107,6,0.1,1,Peoria,0,,-,0,,-,Docked only,40.693649,-89.588986,,17143,05/2017,Jun-20
POINT (-122.2416355 37.7652065),CA0010,2019CA0010,Alameda,CA,"Alameda, CA","2,019","201,912",,,,,-,0,,-,0,,-,,37.765206,-122.241636,,6001,,
POINT (-80.325 25.911667),FL0056,2016FL0056,Miami Lakes,FL,"Miami Lakes, FL","2,016","201,612",,,,,-,0,,-,0,,-,,25.911667,-80.325,,12086,,
POINT (-95.99798830000002 41.2523634),NE00146,2020NE00146,Omaha,NE,"Omaha, NE","2,020","202,006",16,71,1.07,2,Heartland B-cycle,0,,-,0,,-,Docked only,41.252363,-95.997988,,31055,06/2011,
POINT (-85.3096801 35.0456297),TN00189,2018TN00189,Chattanooga,TN,"Chattanooga, TN","2,018","201,812",54,36,0.52,1,Bike Chattanooga,0,,-,0,,-,Docked only,35.04563,-85.30968,,47065,07/2012,
POINT (-71.066667 42.458333),MA00105,2018MA00105,Melrose,MA,"Melrose, MA","2,018","201,812",,,,,-,1,1,LimeBike,0,,-,Dockless only,42.458333,-71.066667,,25017,,
POINT (-103.2310149 44.08054340000001),SD00188,2016SD00188,Rapid City,SD,"Rapid City, SD","2,016","201,612",30,2,0.04,1,Rapid City B-cycle,0,,-,0,,-,Docked only,44.080543,-103.231015,,46103,07/2014,Nov-19
POINT (-84.5120196 39.1031182),OH00164,2018OH00164,Cincinnati,OH,"Cincinnati, OH","2,018","201,812",57,57,0.83,1,Cincy RedBike Bike,0,,-,2,2,"Bird, Lime",Docked and e-scooters,39.103118,-84.51202,,39061,09/2014,
POINT (-97.5164276 35.4675602),OK00173,2019OK00173,Oklahoma City,OK,"Oklahoma City, OK","2,019","201,912",40,8,0.12,1,Spokies,0,,-,1,1,Lime,Docked and e-scooters,35.46756,-97.516428,,40109,05/2012,Jun-20
POINT (-111.9260519 33.4941704),AZ007,2019AZ007,Scottsdale,AZ,"Scottsdale, AZ","2,019","201,912",,,,,-,2,2,"LimeBike, Spin",1,1,Bird,Dockless and e-scooters,33.49417,-111.926052,,4013,,
POINT (-106.837002 39.194951),CO0038,2015CO0038,Aspen,CO,"Aspen, CO","2,015","201,512",27,14,0.42,1,WE-cycle,0,,-,0,,-,Docked only,39.194951,-106.837002,,8097,06/2013,
POINT (-122.204444 47.771667),WA00224,2017WA00224,Bothell,WA,"Bothell, WA","2,017","201,712",,,,,-,0,,-,0,,-,,47.771667,-122.204444,,53033,,
POINT (-80.1392121 25.9564812),FL0047,2016FL0047,Aventura,FL,"Aventura, FL","2,016","201,612",85,5,0.1,1,Aventura,0,,-,0,,-,Docked only,25.956481,-80.139212,,12086,09/2016,
POINT (-76.86104 39.20371),MD00124,201812_2018MD00124,Columbia and Ellicot City,MD,"Columbia and Ellicot City, MD","2,018","201,812",141,9,0.13,1,Howard County Bikeshare,0,,,0,,,Docked only,39.20371,-76.86104,,24027,07/2017,
POINT (-71.5522874 42.3459271),MA00103,2016MA00103,Marlborough,MA,"Marlborough, MA","2,016","201,612",,,,,-,0,,-,0,,-,,42.345927,-71.552287,,25017,,
